Day,Month,Year,Date,Quarter,Sector,Female Employment,Male Employment,Total
30,September,2019,30-Sep-19,3,Education,"2,430,186","985,496","3,415,682"
30,September,2019,30-Sep-19,3,Human health & social work activities,"3,445,149","960,222","4,405,371"
30,September,2019,30-Sep-19,3,Other services,"971,600","856,003","1,827,603"
31,December,2019,31-Dec-19,4,Public Sector,"4,727,679","2,446,796","7,174,475"
31,December,2019,31-Dec-19,4,Private sector,"10,840,321","14,855,530","25,695,851"
31,December,2019,31-Dec-19,4,"Agriculture, forestry & fishing","87,579","250,812","338,391"
31,December,2019,31-Dec-19,4,"Mining, energy and water supply","132,073","414,444","546,517"
31,December,2019,31-Dec-19,4,Manufacturing,"754,425","2,256,741","3,011,166"
31,December,2019,31-Dec-19,4,Construction,"282,982","2,026,574","2,309,556"
31,December,2019,31-Dec-19,4,"Wholesale, retail & repair of motor vehicles","1,916,145","2,173,285","4,089,430"
31,December,2019,31-Dec-19,4,Transport & storage,"297,982","1,276,032","1,574,014"
31,December,2019,31-Dec-19,4,Accommod-ation & food services,"963,533","781,440","1,744,973"
31,December,2019,31-Dec-19,4,Information & communication,"446,673","1,051,535","1,498,208"
31,December,2019,31-Dec-19,4,Financial & insurance activities,"548,570","727,715","1,276,285"
31,December,2019,31-Dec-19,4,Real estate activities,"214,062","172,397","386,459"
31,December,2019,31-Dec-19,4,"Professional, scientific & technical activities","1,117,991","1,421,953","2,539,944"
31,December,2019,31-Dec-19,4,Administrative & support services,"712,882","831,694","1,544,576"
31,December,2019,31-Dec-19,4,Public admin & defence; social security,"1,123,142","1,007,352","2,130,494"
31,December,2019,31-Dec-19,4,Education,"2,451,120","976,499","3,427,619"
31,December,2019,31-Dec-19,4,Human health & social work activities,"3,497,802","1,016,749","4,514,551"
31,December,2019,31-Dec-19,4,Other services,"1,016,263","886,108","1,902,371"
31,March,2020,31-Mar-20,1,Public Sector,"4,735,002","2,448,720","7,183,722"
31,March,2020,31-Mar-20,1,Private sector,"10,943,614","14,761,652","25,705,266"
31,March,2020,31-Mar-20,1,"Agriculture, forestry & fishing","87,433","235,366","322,799"
31,March,2020,31-Mar-20,1,"Mining, energy and water supply","125,914","416,459","542,373"
31,March,2020,31-Mar-20,1,Manufacturing,"747,825","2,226,968","2,974,793"
31,March,2020,31-Mar-20,1,Construction,"291,117","2,014,800","2,305,917"
31,March,2020,31-Mar-20,1,"Wholesale, retail & repair of motor vehicles","1,895,689","2,092,650","3,988,339"
31,March,2020,31-Mar-20,1,Transport & storage,"312,232","1,253,179","1,565,411"
31,March,2020,31-Mar-20,1,Accommod-ation & food services,"1,020,715","801,085","1,821,800"
31,March,2020,31-Mar-20,1,Information & communication,"441,013","1,083,665","1,524,678"
31,March,2020,31-Mar-20,1,Financial & insurance activities,"545,830","702,144","1,247,974"
31,March,2020,31-Mar-20,1,Real estate activities,"208,165","173,145","381,310"
31,March,2020,31-Mar-20,1,"Professional, scientific & technical activities","1,112,499","1,498,765","2,611,264"
31,March,2020,31-Mar-20,1,Administrative & support services,"744,694","801,266","1,545,960"
31,March,2020,31-Mar-20,1,Public admin & defence; social security,"1,137,045","1,009,732","2,146,777"
31,March,2020,31-Mar-20,1,Education,"2,495,774","962,671","3,458,445"
31,March,2020,31-Mar-20,1,Human health & social work activities,"3,464,928","1,055,222","4,520,150"
31,March,2020,31-Mar-20,1,Other services,"1,020,704","861,727","1,882,431"
30,June,2020,30-Jun-20,2,Public Sector,"4,815,331","2,521,090","7,336,421"
30,June,2020,30-Jun-20,2,Private sector,"10,628,750","14,455,483","25,084,233"
30,June,2020,30-Jun-20,2,"Agriculture, forestry & fishing","86,827","210,266","297,093"
30,June,2020,30-Jun-20,2,"Mining, energy and water supply","125,679","440,176","565,855"
30,June,2020,30-Jun-20,2,Manufacturing,"760,552","2,146,722","2,907,274"
30,June,2020,30-Jun-20,2,Construction,"285,467","1,920,011","2,205,478"
30,June,2020,30-Jun-20,2,"Wholesale, retail & repair of motor vehicles","1,827,237","2,111,893","3,939,130"
30,June,2020,30-Jun-20,2,Transport & storage,"311,335","1,264,920","1,576,255"
30,June,2020,30-Jun-20,2,Accommod-ation & food services,"930,823","758,242","1,689,065"
30,June,2020,30-Jun-20,2,Information & communication,"415,509","1,044,064","1,459,573"
30,June,2020,30-Jun-20,2,Financial & insurance activities,"578,746","737,333","1,316,079"
30,June,2020,30-Jun-20,2,Real estate activities,"207,607","189,071","396,678"
30,June,2020,30-Jun-20,2,"Professional, scientific & technical activities","1,070,321","1,492,388","2,562,709"
30,June,2020,30-Jun-20,2,Administrative & support services,"709,944","784,541","1,494,485"
30,June,2020,30-Jun-20,2,Public admin & defence; social security,"1,182,191","1,048,694","2,230,885"
30,June,2020,30-Jun-20,2,Education,"2,500,888","926,469","3,427,357"
30,June,2020,30-Jun-20,2,Human health & social work activities,"3,442,682","1,072,792","4,515,474"
30,June,2020,30-Jun-20,2,Other services,"978,526","815,862","1,794,388"
30,September,2020,30-Sep-20,3,Public Sector,"4,873,201","2,558,318","7,431,519"
30,September,2020,30-Sep-20,3,Private sector,"10,501,216","14,321,423","24,822,639"
30,September,2020,30-Sep-20,3,"Agriculture, forestry & fishing","96,285","221,139","317,424"
30,September,2020,30-Sep-20,3,"Mining, energy and water supply","135,634","401,510","537,144"
30,September,2020,30-Sep-20,3,Manufacturing,"711,351","2,047,164","2,758,515"
30,September,2020,30-Sep-20,3,Construction,"277,230","1,850,485","2,127,715"
30,September,2020,30-Sep-20,3,"Wholesale, retail & repair of motor vehicles","1,826,810","2,118,224","3,945,034"
30,September,2020,30-Sep-20,3,Transport & storage,"321,872","1,263,748","1,585,620"
30,September,2020,30-Sep-20,3,Accommod-ation & food services,"877,719","713,627","1,591,346"
30,September,2020,30-Sep-20,3,Information & communication,"428,873","1,097,170","1,526,043"
30,September,2020,30-Sep-20,3,Financial & insurance activities,"589,799","758,141","1,347,940"
30,September,2020,30-Sep-20,3,Real estate activities,"210,438","189,497","399,935"
30,September,2020,30-Sep-20,3,"Professional, scientific & technical activities","1,115,425","1,525,769","2,641,194"
30,September,2020,30-Sep-20,3,Administrative & support services,"706,033","787,584","1,493,617"
30,September,2020,30-Sep-20,3,Public admin & defence; social security,"1,191,700","1,050,678","2,242,378"
30,September,2020,30-Sep-20,3,Education,"2,480,919","942,127","3,423,046"
30,September,2020,30-Sep-20,3,Human health & social work activities,"3,452,273","1,080,469","4,532,742"
30,September,2020,30-Sep-20,3,Other services,"962,894","810,876","1,773,770"
31,December,2020,31-Dec-20,4,Public Sector,"4,929,955","2,647,057","7,577,012"
31,December,2020,31-Dec-20,4,Private sector,"10,381,788","14,129,211","24,510,999"
31,December,2020,31-Dec-20,4,"Agriculture, forestry & fishing","83,988","234,880","318,868"
31,December,2020,31-Dec-20,4,"Mining, energy and water supply","131,319","450,713","582,032"
31,December,2020,31-Dec-20,4,Manufacturing,"722,922","1,954,873","2,677,795"
31,December,2020,31-Dec-20,4,Construction,"278,646","1,806,318","2,084,964"
31,December,2020,31-Dec-20,4,"Wholesale, retail & repair of motor vehicles","1,769,174","2,040,769","3,809,943"
31,December,2020,31-Dec-20,4,Transport & storage,"310,593","1,250,889","1,561,482"
31,December,2020,31-Dec-20,4,Accommod-ation & food services,"827,899","664,131","1,492,030"
31,December,2020,31-Dec-20,4,Information & communication,"481,440","1,063,949","1,545,389"
31,December,2020,31-Dec-20,4,Financial & insurance activities,"627,259","840,616","1,467,875"
31,December,2020,31-Dec-20,4,Real estate activities,"219,479","196,866","416,345"
31,December,2020,31-Dec-20,4,"Professional, scientific & technical activities","1,152,055","1,541,873","2,693,928"
31,December,2020,31-Dec-20,4,Administrative & support services,"646,826","748,538","1,395,364"
31,December,2020,31-Dec-20,4,Public admin & defence; social security,"1,266,385","1,140,804","2,407,189"
31,December,2020,31-Dec-20,4,Education,"2,515,739","941,754","3,457,493"
31,December,2020,31-Dec-20,4,Human health & social work activities,"3,339,936","1,063,963","4,403,899"
31,December,2020,31-Dec-20,4,Other services,"949,503","802,922","1,752,425"
31,March,2021,31-Mar-21,1,Public Sector,"4,968,626","2,678,257","7,646,883"
31,March,2021,31-Mar-21,1,Private sector,"10,419,430","14,042,722","24,462,152"
31,March,2021,31-Mar-21,1,"Agriculture, forestry & fishing","76,074","211,856","287,930"
31,March,2021,31-Mar-21,1,"Mining, energy and water supply","123,545","448,772","572,317"
31,March,2021,31-Mar-21,1,Manufacturing,"770,328","1,989,730","2,760,058"
31,March,2021,31-Mar-21,1,Construction,"298,798","1,804,770","2,103,568"
31,March,2021,31-Mar-21,1,"Wholesale, retail & repair of motor vehicles","1,725,341","2,054,332","3,779,673"
31,March,2021,31-Mar-21,1,Transport & storage,"346,524","1,162,190","1,508,714"
31,March,2021,31-Mar-21,1,Accommod-ation & food services,"792,820","692,676","1,485,496"
31,March,2021,31-Mar-21,1,Information & communication,"515,315","1,042,611","1,557,926"
31,March,2021,31-Mar-21,1,Financial & insurance activities,"605,887","852,591","1,458,478"
31,March,2021,31-Mar-21,1,Real estate activities,"220,909","197,449","418,358"
31,March,2021,31-Mar-21,1,"Professional, scientific & technical activities","1,189,083","1,512,256","2,701,339"
31,March,2021,31-Mar-21,1,Administrative & support services,"631,231","773,001","1,404,232"
31,March,2021,31-Mar-21,1,Public admin & defence; social security,"1,233,540","1,110,315","2,343,855"
31,March,2021,31-Mar-21,1,Education,"2,477,863","981,303","3,459,166"
31,March,2021,31-Mar-21,1,Human health & social work activities,"3,382,035","1,081,006","4,463,041"
31,March,2021,31-Mar-21,1,Other services,"974,957","771,602","1,746,559"
30,June,2021,30-Jun-21,2,Public Sector,"4,864,666","2,667,266","7,531,932"
30,June,2021,30-Jun-21,2,Private sector,"10,525,419","14,095,043","24,620,462"
30,June,2021,30-Jun-21,2,"Agriculture, forestry & fishing","74,149","209,127","283,276"
30,June,2021,30-Jun-21,2,"Mining, energy and water supply","142,455","464,134","606,589"
30,June,2021,30-Jun-21,2,Manufacturing,"736,338","1,967,297","2,703,635"
30,June,2021,30-Jun-21,2,Construction,"302,488","1,818,084","2,120,572"
30,June,2021,30-Jun-21,2,"Wholesale, retail & repair of motor vehicles","1,754,685","2,055,802","3,810,487"
30,June,2021,30-Jun-21,2,Transport & storage,"334,471","1,163,517","1,497,988"
30,June,2021,30-Jun-21,2,Accommod-ation & food services,"799,144","727,637","1,526,781"
30,June,2021,30-Jun-21,2,Information & communication,"469,346","1,067,877","1,537,223"
30,June,2021,30-Jun-21,2,Financial & insurance activities,"620,049","825,235","1,445,284"
30,June,2021,30-Jun-21,2,Real estate activities,"200,843","206,826","407,669"
30,June,2021,30-Jun-21,2,"Professional, scientific & technical activities","1,171,721","1,453,479","2,625,200"
30,June,2021,30-Jun-21,2,Administrative & support services,"630,674","787,917","1,418,591"
30,June,2021,30-Jun-21,2,Public admin & defence; social security,"1,233,890","1,122,517","2,356,407"
30,June,2021,30-Jun-21,2,Education,"2,455,323","951,603","3,406,926"
30,June,2021,30-Jun-21,2,Human health & social work activities,"3,406,174","1,083,467","4,489,641"
30,June,2021,30-Jun-21,2,Other services,"1,031,704","813,818","1,845,522"
30,September,2021,01-Sep-21,3,Public Sector,"4,884,095","2,736,798","7,620,893"
30,September,2021,01-Sep-21,3,Private sector,"10,546,084","14,252,814","24,798,898"
30,September,2021,01-Sep-21,3,"Agriculture, forestry & fishing","77,242","206,823","284,065"
30,September,2021,01-Sep-21,3,"Mining, energy and water supply","150,265","484,582","634,847"
30,September,2021,01-Sep-21,3,Manufacturing,"736,034","1,981,858","2,717,892"
30,September,2021,01-Sep-21,3,Construction,"310,634","1,887,911","2,198,545"
30,September,2021,01-Sep-21,3,"Wholesale, retail & repair of motor vehicles","1,782,068","2,034,091","3,816,159"
30,September,2021,01-Sep-21,3,Transport & storage,"328,246","1,176,723","1,504,969"
30,September,2021,01-Sep-21,3,Accommod-ation & food services,"849,056","751,188","1,600,244"
30,September,2021,01-Sep-21,3,Information & communication,"510,129","1,084,537","1,594,666"
30,September,2021,01-Sep-21,3,Financial & insurance activities,"603,022","813,051","1,416,073"
30,September,2021,01-Sep-21,3,Real estate activities,"221,937","216,399","438,336"
30,September,2021,01-Sep-21,3,"Professional, scientific & technical activities","1,187,078","1,476,212","2,663,290"
30,September,2021,01-Sep-21,3,Administrative & support services,"638,400","807,166","1,445,566"
30,September,2021,01-Sep-21,3,Public admin & defence; social security,"1,231,044","1,165,144","2,396,188"
30,September,2021,01-Sep-21,3,Education,"2,378,690","1,002,725","3,381,415"
30,September,2021,01-Sep-21,3,Human health & social work activities,"3,449,580","1,077,567","4,527,147"
30,September,2021,01-Sep-21,3,Other services,"972,908","785,782","1,758,690"
31,December,2021,01-Dec-21,4,Public Sector,"4,975,355","2,741,503","7,716,858"
31,December,2021,01-Dec-21,4,Private sector,"10,488,618","14,177,533","24,666,151"
31,December,2021,01-Dec-21,4,"Agriculture, forestry & fishing","69,954","187,978","257,932"
31,December,2021,01-Dec-21,4,"Mining, energy and water supply","141,916","441,881","583,797"
31,December,2021,01-Dec-21,4,Manufacturing,"734,153","1,971,837","2,705,990"
31,December,2021,01-Dec-21,4,Construction,"311,190","1,845,984","2,157,174"
31,December,2021,01-Dec-21,4,"Wholesale, retail & repair of motor vehicles","1,722,166","2,057,483","3,779,649"
31,December,2021,01-Dec-21,4,Transport & storage,"375,299","1,183,026","1,558,325"
31,December,2021,01-Dec-21,4,Accommod-ation & food services,"888,022","721,545","1,609,567"
31,December,2021,01-Dec-21,4,Information & communication,"503,792","1,116,181","1,619,973"
31,December,2021,01-Dec-21,4,Financial & insurance activities,"583,977","784,360","1,368,337"
31,December,2021,01-Dec-21,4,Real estate activities,"198,207","191,722","389,929"
31,December,2021,01-Dec-21,4,"Professional, scientific & technical activities","1,193,545","1,499,981","2,693,526"
31,December,2021,01-Dec-21,4,Administrative & support services,"641,078","806,080","1,447,158"
31,December,2021,01-Dec-21,4,Public admin & defence; social security,"1,264,966","1,197,403","2,462,369"
31,December,2021,01-Dec-21,4,Education,"2,429,399","1,044,788","3,474,187"
31,December,2021,01-Dec-21,4,Human health & social work activities,"3,420,296","1,052,339","4,472,635"
31,December,2021,01-Dec-21,4,Other services,"981,876","798,177","1,780,053"
